x_star,upper_mean,upper_std,lower_mean,lower_std,Spalart-Allmaras_upper,Spalart-Allmaras_lower,Spalart-Allmaras w/ CFC_upper,Spalart-Allmaras w/ CFC_lower,RSM $\epsilon$-linear_upper,RSM $\epsilon$-linear_lower
3.654618473895582254e-01,7.364073485154871257e+00,9.978369986093206245e-01,-7.615323595763816122e+00,9.077614354696528221e-01,6.512360275278648913e+00,-6.699864211295158967e+00,8.764330659562357795e+00,-8.852474112796974381e+00,6.815529520623607951e+00,-7.293632463199315907e+00
3.694779116465863322e-01,7.398182364373208308e+00,9.893636188498198258e-01,-7.671025452525635835e+00,9.364665409166818000e-01,6.540365513508715978e+00,-6.713607426019155611e+00,8.784364649907729472e+00,-8.942178416651749728e+00,6.869816929703176811e+00,-7.357290514905999501e+00
3.734939759036144391e-01,7.432266245051287967e+00,9.814766473045599682e-01,-7.728629188162824626e+00,9.582064666577698731e-01,6.576844617070423560e+00,-6.738451659352496570e+00,8.806621127629922441e+00,-9.024905068787699491e+00,6.913332990453517013e+00,-7.422530836348281369e+00
3.775100401606425460e-01,7.474007833296940184e+00,9.740094111780661645e-01,-7.792375782856146849e+00,9.772544827356615116e-01,6.620204033047405012e+00,-6.769600741041102765e+00,8.837021800753793954e+00,-9.108740257732286238e+00,6.964797666089618922e+00,-7.498786349795049766e+00
3.815261044176706529e-01,7.509151900583183270e+00,9.673031788023666033e-01,-7.863236328863023594e+00,1.001534519281728430e+00,6.648484257769752936e+00,-6.787296608133129183e+00,8.860328578313508174e+00,-9.198935703528452024e+00,7.018642865666286923e+00,-7.603476674927489576e+00
3.855421686746987597e-01,7.544153470546786089e+00,9.576212766738353421e-01,-7.931893314893762259e+00,1.030897853360696503e+00,6.660830878941113475e+00,-6.793043362670260876e+00,8.874838761344649996e+00,-9.289601974609286827e+00,7.096790771354596572e+00,-7.713034607401738185e+00
3.895582329317268666e-01,7.577295803926456408e+00,9.516626509753659535e-01,-7.990671543411989042e+00,1.057526250675612012e+00,6.663385776383806913e+00,-6.799955961102217117e+00,8.889861154276259114e+00,-9.369732057437959227e+00,7.178640481119301420e+00,-7.802326611695789005e+00
3.935742971887549735e-01,7.616511495129088871e+00,9.455936694037186951e-01,-8.043261626902598493e+00,1.079195713042315319e+00,6.670794450851455615e+00,-6.810970935009788896e+00,8.908171296911914894e+00,-9.439208113255403987e+00,7.270568737623897881e+00,-7.879605832442604374e+00
3.975903614457830804e-01,7.657092219639430652e+00,9.402322584510214298e-01,-8.091047364256466423e+00,1.099918852991990104e+00,6.685678648506557131e+00,-6.817611199271978784e+00,8.929133415690376552e+00,-9.501394863868446450e+00,7.356464594721357386e+00,-7.954136029628971372e+00
4.016064257028111872e-01,7.695360201439068959e+00,9.384219587144646546e-01,-8.137190486813949519e+00,1.110999422110589885e+00,6.706829626167640335e+00,-6.837819316884303333e+00,8.956475627766426584e+00,-9.551863323935201322e+00,7.422775350383140847e+00,-8.021888819622342126e+00
4.056224899598392941e-01,7.733863857978533929e+00,9.407477724556836396e-01,-8.179508206271298931e+00,1.121799751051333560e+00,6.718016911408173364e+00,-6.858720823564842028e+00,8.985797272681335102e+00,-9.601014595883347269e+00,7.497777389846091545e+00,-8.078789199365704832e+00
4.096385542168674565e-01,7.778576008290076338e+00,9.401019283660627668e-01,-8.214543825922708820e+00,1.138083475531676436e+00,6.723087940801852902e+00,-6.862390771618136043e+00,9.006424432906625199e+00,-9.646671002316500321e+00,7.606215651161750912e+00,-8.134569703833491872e+00
4.136546184738955634e-01,7.817163168320802491e+00,9.426049888831025125e-01,-8.255518273425559883e+00,1.151587029328973388e+00,6.720449536874705920e+00,-6.877115084165992265e+00,9.021775007301735982e+00,-9.695873990095144279e+00,7.709264960785965570e+00,-8.193565746015543994e+00
4.176706827309236703e-01,7.856476126672692573e+00,9.434651261413518064e-01,-8.292562492704005805e+00,1.168747381875469893e+00,6.729970047695434054e+00,-6.887570323551467588e+00,9.038944562358668833e+00,-9.749017075757599571e+00,7.800513769963973942e+00,-8.241100078802949369e+00
4.216867469879517771e-01,7.897390102006298207e+00,9.445982617172237195e-01,-8.331018680921078001e+00,1.187377321658559692e+00,6.749637599186629089e+00,-6.898386620910733846e+00,9.063209727618589895e+00,-9.805933017974499677e+00,7.879322979213677414e+00,-8.288736403878001369e+00
4.257028112449798840e-01,7.940431192449256770e+00,9.454803978786264773e-01,-8.377762231393049319e+00,1.202124755736331041e+00,6.770574997903572978e+00,-6.919212680362139878e+00,9.086141901097850138e+00,-9.863430289481696533e+00,7.964576678346346306e+00,-8.350643724335311546e+00
4.297188755020079909e-01,7.982826776611595676e+00,9.488140134612499388e-01,-8.428053880632839778e+00,1.219100430998288465e+00,6.788011150176137320e+00,-6.935953203723693505e+00,9.109085951111396184e+00,-9.922125254062880373e+00,8.051383228547253523e+00,-8.426083184111945457e+00
4.337349397590360978e-01,8.019751896220617127e+00,9.483308594358902388e-01,-8.480074049271506098e+00,1.239775540027399092e+00,6.805899562905200817e+00,-6.945828023593153766e+00,9.120559640907067944e+00,-9.982133749174934678e+00,8.132796484849581731e+00,-8.512260375046425409e+00
4.377510040160642046e-01,8.043861772079536010e+00,9.557001280406205446e-01,-8.534536404499805329e+00,1.265183611738081026e+00,6.800257283456190294e+00,-6.952141403066538494e+00,9.124063415400618382e+00,-1.004895856028233325e+01,8.207264617381799354e+00,-8.602509250150545128e+00
4.417670682730923115e-01,8.071339024475120638e+00,9.528181152319701308e-01,-8.591750480719516858e+00,1.293098024004088575e+00,6.818605020821245866e+00,-6.961347283887099557e+00,9.127574236499446769e+00,-1.012423362172823715e+01,8.267837816104668391e+00,-8.689670536543214752e+00
4.457831325301204184e-01,8.091098836052450949e+00,9.461808077649939142e-01,-8.655562363378665580e+00,1.324181789466326364e+00,6.841236180980124537e+00,-6.979300068695126313e+00,9.129877586035451742e+00,-1.021673891517168364e+01,8.302182741141773903e+00,-8.770648106269188560e+00
4.497991967871485253e-01,8.107894377007603737e+00,9.458452340433687322e-01,-8.709247445833364409e+00,1.350908582152091419e+00,6.854706228958630909e+00,-6.993371626795371832e+00,9.139549445619351786e+00,-1.029468698849745856e+01,8.329427456444829403e+00,-8.839683722207261951e+00
4.538152610441766877e-01,8.123498299480523599e+00,9.487882138992197456e-01,-8.753089055089807502e+00,1.365312615965371457e+00,6.859523352993512901e+00,-7.012134344476199210e+00,9.145452583159194404e+00,-1.034670217266087988e+01,8.365518962288861715e+00,-8.900430648132342526e+00
4.578313253012047945e-01,8.143923429235622180e+00,9.445734473812738008e-01,-8.797138439289382106e+00,1.383211405421353124e+00,6.875943792705828450e+00,-7.026260448758534949e+00,9.141917680517405387e+00,-1.040223293903013690e+01,8.413908814483633591e+00,-8.962921930079476240e+00
4.618473895582329014e-01,8.165961655060675284e+00,9.435677513616956835e-01,-8.835389835792366142e+00,1.410713201749513868e+00,6.886739068782865125e+00,-7.021391385087688342e+00,9.134468574777651284e+00,-1.046157250228911728e+01,8.476677321621512107e+00,-9.023205620000293692e+00
4.658634538152610083e-01,8.192443339174211303e+00,9.409748502300460116e-01,-8.874946805672545125e+00,1.430993750769819384e+00,6.902787385948551346e+00,-7.030945852511126581e+00,9.121421179204917351e+00,-1.051899993661320387e+01,8.553121452369163435e+00,-9.074894627893307586e+00
4.698795180722891152e-01,8.226009701085780890e+00,9.436134130398510234e-01,-8.915803846219377604e+00,1.448651153324425289e+00,6.922576288531043787e+00,-7.047828616036406757e+00,9.125527565915744432e+00,-1.057841114990666220e+01,8.629925248810556226e+00,-9.121171772715062076e+00
4.738955823293172220e-01,8.264741088324425888e+00,9.495365999111590183e-01,-8.956847032653856289e+00,1.461431050603039461e+00,6.945080390563048489e+00,-7.068706324613476255e+00,9.139748954488480237e+00,-1.062883535834436799e+01,8.709393919921748051e+00,-9.172999415003722845e+00
4.779116465863453289e-01,8.300778117116392352e+00,9.611196157123225170e-01,-8.996913355692411685e+00,1.469891230228076884e+00,6.958041078866071594e+00,-7.089204291187221507e+00,9.154956122164936261e+00,-1.066585874717596027e+01,8.789337150318168312e+00,-9.235677028714052383e+00
4.819277108433734358e-01,8.334973965116242667e+00,9.771569842019270924e-01,-9.030990213099027386e+00,1.475060117926026981e+00,6.964331818309354105e+00,-7.101721832789987587e+00,9.172803191447195914e+00,-1.068275333205709998e+01,8.867786885592177981e+00,-9.308495474449994589e+00
4.859437751004015427e-01,8.366486136669104567e+00,9.957148968306973602e-01,-9.066309503561445382e+00,1.490917765868273070e+00,6.964332181912009645e+00,-7.101303825290137262e+00,9.180015099468668893e+00,-1.071086837517743362e+01,8.955111128626635164e+00,-9.386756310216764376e+00
4.899598393574296495e-01,8.395156482869470693e+00,1.011709925323380554e+00,-9.106985108255505779e+00,1.511071757173832797e+00,6.967111626233863042e+00,-7.105058472768098987e+00,9.185673192504255624e+00,-1.075542359354401611e+01,9.032684629870292525e+00,-9.460473258454401346e+00
4.939759036144578119e-01,8.423052726668844414e+00,1.024615768364886659e+00,-9.148678486420914524e+00,1.523995315230481706e+00,6.975039850004352004e+00,-7.119127885330774674e+00,9.193965890886772740e+00,-1.079157467459643982e+01,9.100152439115412051e+00,-9.535332899335530854e+00
4.979919678714859188e-01,8.447084090512232635e+00,1.025823269143282479e+00,-9.194248097654584839e+00,1.534552366018293812e+00,6.996711065828959519e+00,-7.137790031999800888e+00,9.200264106154381949e+00,-1.082290332430687485e+01,9.144277099553358212e+00,-9.622050936657078779e+00
5.020080321285139702e-01,8.463909057576149308e+00,1.025716477300924856e+00,-9.240492646553983391e+00,1.548165894577794743e+00,7.013472655571564296e+00,-7.152079605914948068e+00,9.206935136467800262e+00,-1.085401865930934662e+01,9.171319380689084255e+00,-9.715379674437656377e+00
5.060240963855421326e-01,8.472313120812319909e+00,1.031674557599294273e+00,-9.280041933461179227e+00,1.559533036438177422e+00,7.013305805827307893e+00,-7.167346299397382658e+00,9.203169668440249751e+00,-1.088466231589185007e+01,9.200463888169402082e+00,-9.788117185094305839e+00
5.100401606425701839e-01,8.472164788505139654e+00,1.038300350585318554e+00,-9.314776447455114905e+00,1.575967247405666072e+00,7.004002107702839375e+00,-7.172827416677233003e+00,9.184447411904063330e+00,-1.091918316050872484e+01,9.228044845908518923e+00,-9.852318765179385096e+00
5.140562248995983463e-01,8.471852154714264671e+00,1.044006133466097275e+00,-9.347460868570417247e+00,1.596857396644264515e+00,6.996628432680007670e+00,-7.171502761036025575e+00,9.157411758020609582e+00,-1.095873243472218483e+01,9.261516273442177649e+00,-9.912147409953043109e+00
5.180722891566265087e-01,8.474906901603013409e+00,1.043316030373630632e+00,-9.383113549046976587e+00,1.618964063321648661e+00,7.002561201832514293e+00,-7.172673449851782124e+00,9.127946640591483529e+00,-1.100508584430284742e+01,9.294212862385041518e+00,-9.971581352986300217e+00
5.220883534136545601e-01,8.479082183697473241e+00,1.038506396955179323e+00,-9.414146004960388225e+00,1.640350940790923362e+00,7.014836365387899342e+00,-7.170174571156092469e+00,9.112557019138478154e+00,-1.104561279769677995e+01,9.309853166566039562e+00,-1.002665064602829581e+01
5.261044176706827225e-01,8.492743793666507557e+00,1.045136065995632357e+00,-9.448907296296344072e+00,1.660630304542298985e+00,7.020928356340442100e+00,-7.174571315953135020e+00,9.111248005125744953e+00,-1.109311216770401209e+01,9.346055019533336505e+00,-1.007903840523188421e+01
5.301204819277107738e-01,8.515319336859770161e+00,1.058336254967844559e+00,-9.479158397603894670e+00,1.677036277843493295e+00,7.028571675244744021e+00,-7.179778488631609612e+00,9.109363043845146279e+00,-1.113215247631880978e+01,9.408023291489417517e+00,-1.012554422786126374e+01
5.341365461847389362e-01,8.528668064155612072e+00,1.069271980369360664e+00,-9.498643575755211899e+00,1.694519079881372070e+00,7.030402968377549300e+00,-7.172580304027564857e+00,9.100557476537549206e+00,-1.116083912263701983e+01,9.455043747551737710e+00,-1.016251130060105545e+01
5.381526104417669876e-01,8.552141875448286967e+00,1.077805798128855574e+00,-9.506781776357351887e+00,1.710300054621959998e+00,7.046143751155909740e+00,-7.157656758021251342e+00,9.101486217685634372e+00,-1.118024122020267619e+01,9.508795657503318566e+00,-1.018244735084812902e+01
5.421686746987951500e-01,8.577354177139062230e+00,1.095592902730549545e+00,-9.508360563127562060e+00,1.727145640284353467e+00,7.049500551643156143e+00,-7.132321997197088592e+00,9.118271602047428814e+00,-1.118666409429802755e+01,9.564290377726603509e+00,-1.020609559788757181e+01
5.461847389558232013e-01,8.613526996333666474e+00,1.108689110928558152e+00,-9.511405758562043289e+00,1.737143732847068911e+00,7.071020142994965063e+00,-7.117606896687805218e+00,9.141281403313636034e+00,-1.118663329814632945e+01,9.628279442692397438e+00,-1.022997708085199342e+01
5.502008032128513637e-01,8.649838034222812055e+00,1.124944213390197456e+00,-9.518973934863447894e+00,1.745734931874627360e+00,7.089258781170125090e+00,-7.107285588646750973e+00,9.162371202253247304e+00,-1.118220762369433352e+01,9.697884119245065548e+00,-1.026742859224925652e+01
5.542168674698794151e-01,8.683130387476843737e+00,1.145884483713638824e+00,-9.530397185078298250e+00,1.748871546571311608e+00,7.097592654442028248e+00,-7.106990056254856469e+00,9.185848486255871137e+00,-1.117006213277814552e+01,9.765950021732630049e+00,-1.031413936620189631e+01
5.582329317269075775e-01,8.713314814375493711e+00,1.161350043269967935e+00,-9.544705479227559408e+00,1.739671074847938259e+00,7.110074845274707123e+00,-7.127830895055081051e+00,9.206200146492735215e+00,-1.115154094686145925e+01,9.823669451359036131e+00,-1.035474459576613704e+01
5.622489959839357399e-01,8.724867730048337933e+00,1.165966700503615394e+00,-9.548092366125331409e+00,1.728325872951597342e+00,7.118879985948019851e+00,-7.141083296459405538e+00,9.204102363813925436e+00,-1.111955883999591954e+01,9.851620840383072064e+00,-1.038363496192067181e+01
5.662650602409637912e-01,8.720720629915069466e+00,1.170072526016262104e+00,-9.555747630909467105e+00,1.724508087156372493e+00,7.109929163922501516e+00,-7.148955025647381056e+00,9.198064973611979056e+00,-1.110032457549342411e+01,9.854167752210727826e+00,-1.041796329158759526e+01
5.702811244979919536e-01,8.728252157365774977e+00,1.186383196872258905e+00,-9.569845008194336700e+00,1.728348828489424616e+00,7.096660275785960259e+00,-7.151642687567088430e+00,9.205391068546985522e+00,-1.108717929748000053e+01,9.882705127764383590e+00,-1.047071303953591936e+01
5.742971887550200050e-01,8.735535350750375017e+00,1.207177537123756306e+00,-9.587595656623969731e+00,1.736531887472797075e+00,7.077574271611498880e+00,-7.150303410561968498e+00,9.211967731553155403e+00,-1.106704702266072005e+01,9.917064049086468103e+00,-1.054543653664921976e+01
5.783132530120481674e-01,8.749635318683957053e+00,1.212790648475546851e+00,-9.607443043274171757e+00,1.745881777693455650e+00,7.088916933264985509e+00,-7.150375656427641502e+00,9.208776827556645728e+00,-1.104638031293716693e+01,9.951212195230242585e+00,-1.062557316045770328e+01
5.823293172690762187e-01,8.762189400551408269e+00,1.217524160788089116e+00,-9.620533620160152566e+00,1.755728243415241474e+00,7.098804752862124090e+00,-7.144848790847256659e+00,9.208639906147034537e+00,-1.102303011621586037e+01,9.979123542645066181e+00,-1.069372195341734333e+01
5.863453815261043811e-01,8.775949664868521793e+00,1.228907773054589869e+00,-9.621263116362939627e+00,1.766271421135300779e+00,7.099341197219688482e+00,-7.127955944959505352e+00,9.217946560043802862e+00,-1.099882358290032869e+01,1.001056123734207404e+01,-1.073700982122898573e+01
5.903614457831324325e-01,8.795925851777701254e+00,1.249576744032282249e+00,-9.613905676847643633e+00,1.780856557068366541e+00,7.097019243486029971e+00,-7.098552160980570847e+00,9.224130641306993894e+00,-1.098077324456598980e+01,1.006662767054008256e+01,-1.076239162499636848e+01
5.943775100401605949e-01,8.814004185293129012e+00,1.275204760339332832e+00,-9.611556797625262050e+00,1.799079760840329056e+00,7.088421182071241944e+00,-7.069052709935797374e+00,9.222930899294436102e+00,-1.096519028270354390e+01,1.013066047451371077e+01,-1.080042740023644399e+01
5.983935742971886462e-01,8.831055779448755416e+00,1.296177200721764455e+00,-9.619162315232772542e+00,1.820726584531326298e+00,7.081819709698930154e+00,-7.044612034828537261e+00,9.231076213485858162e+00,-1.094298993389416630e+01,1.018027141516147616e+01,-1.086988497697561584e+01
6.024096385542168086e-01,8.846531396164911243e+00,1.322682861691207856e+00,-9.616122733355203067e+00,1.840240672637567743e+00,7.066261605339789753e+00,-7.013632058326296104e+00,9.239459561108072094e+00,-1.091415643031632143e+01,1.023387302204687366e+01,-1.092057971142298811e+01
6.064257028112449710e-01,8.861765264246834306e+00,1.354783373512000066e+00,-9.609415950651053251e+00,1.855909845212822873e+00,7.044166295683164769e+00,-6.985053612754549945e+00,9.245771955300670086e+00,-1.088777745210193260e+01,1.029535754175666895e+01,-1.095541678709667188e+01
6.104417670682730224e-01,8.862841264159040833e+00,1.375896563379092941e+00,-9.605880718788499806e+00,1.865216685657868911e+00,7.017670133054077830e+00,-6.968664210139161597e+00,9.250501926215505932e+00,-1.087583980492567193e+01,1.032035173320753785e+01,-1.097313814130066589e+01
6.144578313253011848e-01,8.857392941055962865e+00,1.398154988870456972e+00,-9.609026363183042818e+00,1.868267166688076131e+00,6.979760467470011776e+00,-6.967908533567851670e+00,9.259433358761818056e+00,-1.086629415101700324e+01,1.033298499693605876e+01,-1.099287640496427443e+01
6.184738955823292361e-01,8.851615959633180708e+00,1.417463361027363256e+00,-9.615800090467464756e+00,1.878976193865036892e+00,6.944673563748623657e+00,-6.960337184448331271e+00,9.269847403945341568e+00,-1.085859114240292200e+01,1.034032691120557956e+01,-1.102847194455113744e+01
6.224899598393573985e-01,8.846784929473029635e+00,1.425791833541051989e+00,-9.627258737683128231e+00,1.893557135605566266e+00,6.925248581234738410e+00,-6.952504484211305957e+00,9.278311121425391050e+00,-1.085236297653007931e+01,1.033679508575895589e+01,-1.107690875230800209e+01
6.265060240963854499e-01,8.847714232065809981e+00,1.434245781114080520e+00,-9.647742715062856078e+00,1.905818496394712458e+00,6.914707922778017490e+00,-6.957385980895220534e+00,9.282045988421996796e+00,-1.085255835921267753e+01,1.034638878499741743e+01,-1.113328380508066928e+01
6.305220883534136123e-01,8.853550552857198497e+00,1.445080634603489678e+00,-9.661411315206612116e+00,1.916684045932064651e+00,6.907754229801654766e+00,-6.957365189057780341e+00,9.285343768328591096e+00,-1.085028564662679429e+01,1.036755366044135229e+01,-1.117658310993526172e+01
6.345381526104416636e-01,8.853645057138772145e+00,1.462177810046800586e+00,-9.668217388875229190e+00,1.928148878252500920e+00,6.886037500664583533e+00,-6.949343045771901650e+00,9.286689087328557690e+00,-1.084757437031593952e+01,1.038820858342317877e+01,-1.120773475053785084e+01
6.385542168674698260e-01,8.853057627161723175e+00,1.472397493748409447e+00,-9.677915973341166378e+00,1.941211511681430801e+00,6.871513811120461668e+00,-6.942803644995113821e+00,9.289713438839385162e+00,-1.084096391488283651e+01,1.039794563152532447e+01,-1.124998036014554792e+01
6.425702811244979884e-01,8.850464196023986929e+00,1.464824474740713312e+00,-9.693685914997685060e+00,1.950523286310728910e+00,6.877309964635163197e+00,-6.947786086529029959e+00,9.290632218580853419e+00,-1.083895791051247670e+01,1.038345040485594417e+01,-1.129431374795155207e+01
6.465863453815260398e-01,8.860903869659333409e+00,1.465602713428786563e+00,-9.705334963535017678e+00,1.963498475399886978e+00,6.890389270376133801e+00,-6.944657404387311495e+00,9.289572334591181146e+00,-1.082686115616568578e+01,1.040275000401068617e+01,-1.134448633005205309e+01
6.506024096385542022e-01,8.876671098251520675e+00,1.475490740112725963e+00,-9.711427619772374342e+00,1.980248517474601400e+00,6.900679094459666096e+00,-6.930184036381021428e+00,9.283976918595710615e+00,-1.081816671769498406e+01,1.044535728169918443e+01,-1.138593210524111932e+01
6.546184738955822535e-01,8.888880917011963589e+00,1.493241515664244012e+00,-9.707187818435928151e+00,1.999690347924901079e+00,6.898807515868027984e+00,-6.900609511801866880e+00,9.272066957945954258e+00,-1.080967655964497354e+01,1.049576827722190941e+01,-1.141127738386094315e+01
6.586345381526104159e-01,8.890002782738983811e+00,1.513361944378133428e+00,-9.692015482863824971e+00,2.010614417716421798e+00,6.876712759206016656e+00,-6.871273441739568000e+00,9.267844150356584265e+00,-1.079187682858579755e+01,1.052545143865435051e+01,-1.141289617826610936e+01
6.626506024096384673e-01,8.880180070678244775e+00,1.527269981540960941e+00,-9.665537346408175523e+00,2.010265660577672531e+00,6.844658894260340354e+00,-6.846038384246129205e+00,9.272384466335404696e+00,-1.075973771733035989e+01,1.052349685143898839e+01,-1.139083593764803837e+01
6.666666666666666297e-01,8.870404338636108221e+00,1.538529942633700465e+00,-9.648103805532761257e+00,2.022880258488881200e+00,6.819581637402119867e+00,-6.810497254330507566e+00,9.266366515253983138e+00,-1.075217130988028380e+01,1.052526486325222699e+01,-1.138164285238749329e+01
6.706827309236946810e-01,8.873618534301074945e+00,1.546182176186882584e+00,-9.640942286042893272e+00,2.023106208460821787e+00,6.816457115892744056e+00,-6.801314145685178225e+00,9.260261429619676576e+00,-1.075773471601180908e+01,1.054413705739080243e+01,-1.136377799643169162e+01
6.746987951807228434e-01,8.888079648590917259e+00,1.552647124612974050e+00,-9.629582129512913369e+00,2.030661805782546292e+00,6.825280862780193303e+00,-6.777490242431835732e+00,9.267777025773789035e+00,-1.076483612864856809e+01,1.057118105721876944e+01,-1.134642001745833539e+01
6.787148594377508948e-01,8.905885905481170539e+00,1.567600799574300430e+00,-9.611766287145599108e+00,2.037278306208652356e+00,6.828914883955722104e+00,-6.749859403531438318e+00,9.273028037601767082e+00,-1.075484634087380797e+01,1.061571479488602421e+01,-1.133059311703154926e+01
6.827309236947790572e-01,8.911682711724106198e+00,1.586451448433263467e+00,-9.587037558377684121e+00,2.040721371753916102e+00,6.813251637891775125e+00,-6.719036422713682732e+00,9.273379108081138966e+00,-1.074221436453884948e+01,1.064841738919940362e+01,-1.129986188788052104e+01
6.867469879518072196e-01,8.903992184987014724e+00,1.608159807504135452e+00,-9.558066083114388434e+00,2.050491397736863064e+00,6.773083978470387123e+00,-6.675714170184749996e+00,9.281195163104458246e+00,-1.072390943015479259e+01,1.065769741338619880e+01,-1.127457464900362005e+01
6.907630522088352709e-01,8.899600135736656981e+00,1.620779950823008964e+00,-9.539506887003629032e+00,2.057169434135288189e+00,6.745588073450452526e+00,-6.647387376204808795e+00,9.297956404388900253e+00,-1.071234022978275569e+01,1.065525592937061994e+01,-1.125879305502332173e+01
6.947791164658634333e-01,8.904564484293048920e+00,1.627826694962523080e+00,-9.532175158322987230e+00,2.067833528489038120e+00,6.740535790418210382e+00,-6.626536632047903552e+00,9.306531419417375162e+00,-1.069889685368931254e+01,1.066662624304356122e+01,-1.127109198923174738e+01
6.987951807228914847e-01,8.912646976082072570e+00,1.643626527544992832e+00,-9.530486429012844596e+00,2.081298539007387927e+00,6.729658137013976749e+00,-6.608999457352613405e+00,9.312634317234047998e+00,-1.068076120703799958e+01,1.069564847399819385e+01,-1.130169862264791902e+01
7.028112449799196471e-01,8.921721511933801807e+00,1.666402426620404720e+00,-9.520500190137823893e+00,2.084587523796142428e+00,6.711769013065937983e+00,-6.598691886934384243e+00,9.317876178929438424e+00,-1.064150009632861504e+01,1.073551934380602546e+01,-1.132130858715047417e+01
7.068273092369476984e-01,8.934370571330960686e+00,1.693871078595841295e+00,-9.490903473941934010e+00,2.095539712823879075e+00,6.694688274718897603e+00,-6.557249915591501832e+00,9.318231927769689449e+00,-1.059415408267089020e+01,1.079019151150429856e+01,-1.132130642356340822e+01
7.108433734939758608e-01,8.940180366890137620e+00,1.722470728815863161e+00,-9.463609930786049063e+00,2.095491788266666600e+00,6.672301513892287872e+00,-6.533868583884276937e+00,9.304118333302751509e+00,-1.054235823732433630e+01,1.084412125347536993e+01,-1.131460297114953484e+01
7.148594377510039122e-01,8.939127361443075515e+00,1.755239485375697850e+00,-9.445548753255733843e+00,2.089120352634918465e+00,6.635196666980037072e+00,-6.528491091067480490e+00,9.290951475599946718e+00,-1.049822450959031706e+01,1.089123394174924009e+01,-1.130993065910940132e+01
7.188755020080320746e-01,8.946752222652213149e+00,1.783746543995091249e+00,-9.441512241063319877e+00,2.088382649020235515e+00,6.613675149433325906e+00,-6.530406904534736157e+00,9.282513335617423422e+00,-1.046565741887425993e+01,1.094406818290588568e+01,-1.132847239978096709e+01
7.228915662650601259e-01,8.960764570326935186e+00,1.804764060968620409e+00,-9.428735640776265470e+00,2.087187152946586188e+00,6.614520151372044410e+00,-6.523044628041886561e+00,9.263764478895945231e+00,-1.043186443517478779e+01,1.100400908071281592e+01,-1.133129785911212117e+01
7.269076305220882883e-01,8.962377061030389669e+00,1.826291339306853390e+00,-9.398685997353709354e+00,2.081588041465749050e+00,6.601496338052690760e+00,-6.506831551041628359e+00,9.235793860011046519e+00,-1.036775206926276560e+01,1.104984098502743173e+01,-1.132147437175673765e+01
7.309236947791164507e-01,8.956705182904331153e+00,1.843911742103723217e+00,-9.374908816649883292e+00,2.068839647778353719e+00,6.582894889622547652e+00,-6.505734622077452123e+00,9.208846034316707119e+00,-1.031348602166656825e+01,1.107837462477374224e+01,-1.130550580620562684e+01
7.349397590361445021e-01,8.949345188226152104e+00,1.848969050845888473e+00,-9.349089827947146603e+00,2.062708820665047682e+00,6.573381948467138969e+00,-6.492126549684523518e+00,9.191742946692871286e+00,-1.026720675604501132e+01,1.108291066951844250e+01,-1.128793617811190408e+01
7.389558232931726645e-01,8.929829159669473881e+00,1.848784617096644878e+00,-9.319523506524861389e+00,2.059950851061546739e+00,6.544543725107506482e+00,-6.468504042111163699e+00,9.195208760370446655e+00,-1.022651393018625754e+01,1.104973499353046940e+01,-1.126355254727716648e+01
7.429718875502007158e-01,8.908989261458101439e+00,1.839048455690107442e+00,-9.301238852586132921e+00,2.065876761262439132e+00,6.527729616845826754e+00,-6.444231559722330971e+00,9.193886942195867107e+00,-1.020068467091361164e+01,1.100535122533260690e+01,-1.125880032712245438e+01
7.469879518072288782e-01,8.886362083432947756e+00,1.830760387089750418e+00,-9.291617874572711600e+00,2.068183892454903194e+00,6.501588501045722168e+00,-6.433602764582844635e+00,9.205727332528931939e+00,-1.018221188700293389e+01,1.095177041672418738e+01,-1.125903897213235538e+01
7.510040160642569296e-01,8.853833872949804729e+00,1.820643817013615440e+00,-9.270399669900927009e+00,2.076950773258209981e+00,6.467794710558411708e+00,-6.401206876285767677e+00,9.208862583493683474e+00,-1.016058233928519527e+01,1.088484432479732078e+01,-1.124940979413181807e+01
7.550200803212850920e-01,8.811242777910633706e+00,1.798634999369879361e+00,-9.239099074645082510e+00,2.090528842692549016e+00,6.433951991696885919e+00,-6.352890484879009314e+00,9.216307811529825145e+00,-1.012739146855214756e+01,1.078346853050518916e+01,-1.123701527050409155e+01
7.590361445783131433e-01,8.755004729269709074e+00,1.779988205304905202e+00,-9.211927874917783754e+00,2.103023660841666587e+00,6.388113172869924306e+00,-6.314637275945679029e+00,9.196220565524781065e+00,-1.007890044346252267e+01,1.068068044941442629e+01,-1.124224590534514867e+01
7.630522088353413057e-01,8.709695185659722227e+00,1.777146485208854543e+00,-9.199987871360276515e+00,2.117004838714015236e+00,6.344067704908218808e+00,-6.289605334948466187e+00,9.157505924973404987e+00,-1.004705139844619666e+01,1.062751192709754378e+01,-1.126330688068616759e+01
7.670682730923693571e-01,8.672534805831890736e+00,1.798344828744782520e+00,-9.183937844443770260e+00,2.129242880309234476e+00,6.282617412892978592e+00,-6.265144914683148158e+00,9.114308713683236363e+00,-1.000224247510225517e+01,1.062067829091945725e+01,-1.128442614354590567e+01
7.710843373493975195e-01,8.631789934137565012e+00,1.808284093504251677e+00,-9.157354031557758844e+00,2.147125771791849935e+00,6.231613185223077167e+00,-6.222278483922409009e+00,9.067548062753095550e+00,-9.950931667760523069e+00,1.059620855443652054e+01,-1.129885194299034445e+01
