(title "Velocity Magnitude")
(labels "Position" "Velocity Magnitude")

((xy/key/label "x50_z_profile")
-100	0.20904
-99.979	0.209144
-99.6093	0.210971
-99.5988	0.211005
-98.7873	0.200466
-98.758	0.19988
-98.7413	0.199615
-98.393	0.194078
-97.7684	0.173428
-97.403	0.158847
-97.2493	0.153077
-96.9594	0.142196
-96.2943	0.114447
-96.1883	0.110735
-95.9933	0.103907
-95.7261	0.0934994
-94.9207	0.0657392
-94.8842	0.064713
-94.6153	0.0571402
-94.4762	0.0525851
-94.2538	0.0473902
-93.6136	0.0314428
-93.3343	0.0260229
-93.2468	0.0243257
-93.0038	0.0207955
-92.7669	0.0181148
-92.5221	0.0153464
-92.1755	0.0113531
-91.5125	0.00641256
-91.3978	0.00598373
-91.2078	0.00527309
-90.864	0.00365839
-90.5036	0.0028986
-90.1059	0.00260841
-89.9998	0.00244011
-89.8781	0.00224689
-89.7429	0.00211886
-89.6604	0.0020408
-89.3883	0.00196154
-89.0305	0.00193105
-88.9071	0.00192053
-88.3946	0.00176224
-88.1674	0.00167443
-87.5777	0.00159318
-87.517	0.00159148
-87.1215	0.00148175
-87.0891	0.00147276
-86.9584	0.00147227
-86.2966	0.00143699
-85.9544	0.00147144
-85.827	0.0014683
-85.6219	0.00146325
-85.0815	0.00145988
-84.4968	0.00145774
-84.1623	0.00150474
-84.0662	0.00151824
-83.948	0.00152175
-83.8682	0.0015139
-83.6058	0.00150707
-83.6058	0.00150707
-83.1731	0.00147974
-83.1392	0.00147268
-83.0429	0.00145261
-82.8241	0.00141287
-82.1109	0.0014218
-82.0675	0.00141988
-81.8463	0.00141926
-81.8209	0.00141918
-81.68	0.00141922
-81.1662	0.00142399
-81.1043	0.00139588
-80.9461	0.0013241
-80.8768	0.00134228
-80.7322	0.00138021
-79.8887	0.00131948
-79.8885	0.00131947
-79.8884	0.00131946
-79.3615	0.00124156
-78.9963	0.00118756
-78.591	0.0011374
-78.5427	0.00114332
-78.3733	0.0011641
-77.8502	0.00110151
-77.8502	0.00110151
-77.5952	0.00105468
-77.4896	0.00106734
-77.4092	0.00106132
-77.2415	0.00104878
-76.6855	0.00104341
-76.5201	0.00103383
-76.3832	0.0010259
-75.7171	0.00100788
-75.5799	0.00100259
-75.4875	0.000999027
-75.365	0.000991131
-75.1334	0.000979922
-75.0723	0.000976964
-74.3206	0.000963515
-74.1022	0.000961054
-74.0827	0.000962495
-74.045	0.00096529
-73.8037	0.000966605
-73.7551	0.000968123
-73.7455	0.000967694
-73.7387	0.000967391
-72.927	0.00090837
-72.5952	0.000903015
-72.269	0.000903467
-72.0876	0.000882538
-71.891	0.000859848
-71.4017	0.000839797
-71.2614	0.00083867
-71.0514	0.000836984
-70.9299	0.000821859
-70.3663	0.000804133
-69.9503	0.000801946
-69.6862	0.000858226
-69.5526	0.000879294
-69.3728	0.000847045
-69.0379	0.000786979
-68.7354	0.00073136
-68.7286	0.000731273
-68.7218	0.000731081
-67.8551	0.000692175
-67.7807	0.000692866
-67.7018	0.000698035
-67.0416	0.000741255
-66.4492	0.000723574
-66.3683	0.000723417
-66.1069	0.000723589
-65.7806	0.000731514
-65.2842	0.000678466
-65.2076	0.000670128
-64.6543	0.00065841
-64.2165	0.000649137
-64.1443	0.000645292
-63.1264	0.000625215
-62.9474	0.000621684
-62.9335	0.000620711
-62.9089	0.000620472
-62.4778	0.000619318
-62.3847	0.000619069
-61.4895	0.000591936
-60.866	0.000608155
-60.7469	0.000623879
-60.5637	0.000648061
-60.5229	0.00064406
-60.081	0.000587635
-59.9365	0.000599649
-59.8311	0.000608408
-59.3878	0.000568361
-59.2326	0.000556762
-59.0279	0.000541468
-58.8445	0.000525659
-58.6215	0.000523956
-57.914	0.000526549
-57.6876	0.000525194
-57.4788	0.000523944
-56.8768	0.000523615
-56.5771	0.000512938
-56.336	0.000523366
-56.2033	0.000514698
-56.0792	0.000515639
-55.4552	0.000488461
-55.373	0.00047888
-55.212	0.000460125
-54.9103	0.000458891
-54.3413	0.00045676
-54.1521	0.000462276
-53.985	0.000467145
-53.4976	0.000461947
-53.1681	0.000463354
-53.0637	0.00044843
-52.8812	0.000422343
-52.2929	0.000425383
-52.1949	0.000437472
-52.009	0.000460392
-51.9618	0.000460588
-51.9273	0.000461978
-51.4575	0.000480912
-51.4145	0.000482272
-51.4121	0.000482568
-51.4103	0.000482719
-51.4069	0.000482681
-50.9395	0.000477455
-50.8019	0.000464933
-50.4197	0.000471091
-50.3595	0.000470305
-49.7586	0.000466016
-49.6533	0.000465659
-48.9623	0.000475885
-48.8765	0.000476944
-48.8669	0.000475212
-48.4764	0.000438041
-48.3852	0.000438019
-48.1726	0.0004285
-47.3622	0.000392231
-46.8344	0.000401042
-46.3553	0.000409038
-46.2509	0.000404657
-46.1694	0.000397029
-46.1446	0.000394711
-45.9588	0.000411695
-45.9586	0.000411714
-45.957	0.000411718
